<!-- Mode: physical lines (non-empty) -->

| Lines | File |
| 24 | `tools/db/init_vector_db.py` |
| 24 | `tools/diagnostics/check_weekly_plan.py` |
| 24 | `tools/scraper/inspect_row_57.py` |
| 24 | `tools/scraper/prime_cache.py` |
| 23 | `tools/db/test_search.py` |
| 23 | `tools/scraper/check_tabs_json.py` |
| 22 | `backend/supabase/__init__.py` |
| 22 | `tools/db/debug_html_markers.py` |
| 22 | `tools/diagnostics/check_file_format.py` |
| 22 | `tools/diagnostics/debug_slot5.py` |
| 22 | `tools/scraper/test_md_export.py` |
| 21 | `tools/db/copy_unit2_fix.py` |
| 21 | `tools/diagnostics/check_users_in_supabase.py` |
| 21 | `tools/scraper/analyze_docx_fixed.py` |
| 21 | `tools/scraper/find_lessons.py` |
| 21 | `tools/scraper/verify_api_content.py` |
| 20 | `frontend/src/components/batch_processor/ProgressSection.tsx` |
| 20 | `tools/diagnostics/check_daniela_w44_files.py` |
| 20 | `tools/scraper/inspect_lesson_titles.py` |
| 19 | `frontend/src/components/ui/Label.tsx` |
| 19 | `tools/remove_plans_from_api.py` |
| 19 | `tools/remove_users_from_api.py` |
| 19 | `tools/maintenance/cleanup_semantic.py` |
| 19 | `tools/maintenance/clear_daniela_slot_files.py` |
| 19 | `tools/scraper/fetch_unit2_json.py` |
| 18 | `tools/db/debug_html_styles.py` |
| 18 | `tools/db/find_html_lessons.py` |
| 18 | `tools/strategy_converter/check_weights.py` |
| 17 | `backend/supabase_database.py` |
| 17 | `tools/db/final_verify_v2.py` |
| 17 | `tools/db/verify_api_endpoint.py` |
| 16 | `tools/db/inspect_real_l1.py` |
| 16 | `tools/scraper/debug_tables.py` |
| 16 | `tools/utilities/list_daniela_files.py` |
| 16 | `tools/utilities/test_file_matching.py` |
| 15 | `tools/db/count_html_rows.py` |
| 15 | `tools/diagnostics/check_morais_slots.py` |
| 15 | `tools/docx_renderer/table_cell/fill.py` |
| 14 | `tools/list_week_plans.py` |
| 14 | `tools/__init__.py` |
| 14 | `tools/db/broad_lesson_search.py` |
| 14 | `tools/db/deep_lesson_search.py` |
| 14 | `tools/db/find_lesson1_pos.py` |
| 14 | `tools/db/tmp_extract_styles.py` |
| 14 | `tools/diagnostics/check_thursday.py` |
| 14 | `tools/docx_renderer/get_indices.py` |
| 14 | `tools/strategy_converter/__init__.py` |
| 14 | `tools/worksheets/test_weasyprint.py` |
| 13 | `backend/supabase/client.py` |
| 13 | `tools/db/copy_unit2.py` |
| 13 | `tools/db/verify_lesson_details.py` |
| 12 | `tools/db/inspect_docx_unit2.py` |
| 11 | `tools/db/inspect_l1_header_v2.py` |
| 11 | `tools/db/inspect_preamble.py` |
| 11 | `tools/diagnostics/check_daniela_slots.py` |
| 10 | `tools/db/find_all_l1.py` |
| 10 | `tools/diagnostics/check_subject.py` |
| 10 | `tools/maintenance/clear_cache.py` |
| 9 | `backend/database/__init__.py` |
| 9 | `backend/utils/vocabulary_display_format.py` |
| 9 | `frontend/src/main.tsx` |
| 9 | `frontend/src/vite-env.d.ts` |
| 9 | `tools/db/find_real_header.py` |
| 9 | `tools/db/test_regex.py` |
| 9 | `tools/diagnostics/check_class_slots_schema.py` |
| 9 | `tools/diagnostics/check_schema.py` |
| 9 | `tools/diagnostics/check_tables.py` |
| 8 | `tools/db/inspect_html_chunks.py` |
| 8 | `tools/diagnostics/check_config.py` |
| 8 | `tools/docx_renderer/__init__.py` |
| 8 | `tools/scraper/inspect_docx_zip.py` |
| 7 | `backend/supabase/database/exceptions.py` |
| 7 | `frontend/src/test/setup.ts` |
| 7 | `tools/batch_processor_pkg/__init__.py` |
| 7 | `tools/docx_parser/__init__.py` |
| 7 | `tools/batch_processor_pkg/combine_render/__init__.py` |
| 5 | `tools/db/inspect_l1_header.py` |
| 4 | `backend/__init__.py` |
| 2 | `frontend/src/App.tsx` |
| 1 | `backend/schemas/__init__.py` |
| 1 | `backend/services/lesson_steps/__init__.py` |
| 1 | `backend/services/objectives/__init__.py` |
| 1 | `backend/services/sentence_frames/__init__.py` |
| 1 | `frontend/src/components/Analytics.tsx` |
| 1 | `frontend/src/components/BatchProcessor.tsx` |
| 1 | `frontend/src/components/ScheduleInput.tsx` |
| 1 | `frontend/src/components/SlotConfigurator.tsx` |
| 1 | `tools/db/utils/__init__.py` |
| 0 | `backend/migrations/__init__.py` |
| 0 | `backend/routers/__init__.py` |
| 0 | `backend/utils/__init__.py` |
